#node	date	numeric date
NODE_0002675	2020-03-05	2020.177256
hCoV_19_Iceland_268_2020_EPI_ISL_417596	2020-03-17	2020.209016
hCoV_19_USA_NY_PV09144_2020_EPI_ISL_422515	2020-03-20	2020.217213
NODE_0002676	2020-02-28	2020.160752
hCoV_19_Australia_VIC246_2020_EPI_ISL_419941	2020-03-21	2020.219945
NODE_0002677	2020-03-01	2020.165578
hCoV_19_Australia_VIC50_2020_EPI_ISL_419766	2020-03-12	2020.195355
NODE_0002678	2020-03-01	2020.165578
hCoV_19_Luxembourg_LNS8602041_2020_EPI_ISL_421761	2020-03-17	2020.209016
NODE_0002679	2020-03-03	2020.170765
hCoV_19_Iceland_31_2020_EPI_ISL_417842	2020-03-03	2020.170765
NODE_0008119	2020-03-04	2020.173497
hCoV_19_Iceland_36_2020_EPI_ISL_417844	2020-03-04	2020.173497
NODE_0008120	2020-03-10	2020.189891
hCoV_19_Australia_VIC31_2020_EPI_ISL_419750	2020-03-10	2020.189891
NODE_0008121	2020-03-11	2020.192623
hCoV_19_Iceland_109_2020_EPI_ISL_417748	2020-03-11	2020.192623
NODE_0008122	2020-03-16	2020.206284
hCoV_19_Iceland_219_2020_EPI_ISL_417835	2020-03-16	2020.206284
NODE_0008123	2020-03-17	2020.209016
hCoV_19_Iceland_325_2020_EPI_ISL_417654	2020-03-18	2020.211749
hCoV_19_Iceland_242_2020_EPI_ISL_417570	2020-03-17	2020.209016
NODE_0002680	2020-01-31	2020.084382
hCoV_19_Iceland_291_2020_EPI_ISL_417620	2020-03-18	2020.211749
NODE_0002681	2020-02-03	2020.092244
hCoV_19_Iceland_231_2020_EPI_ISL_417559	2020-03-17	2020.209016
NODE_0002682	2020-02-09	2020.106601
NODE_0002683	2020-03-09	2020.187158
hCoV_19_USA_WA_UW60_2020_EPI_ISL_415625	2020-03-09	2020.187158
NODE_0002684	2020-03-12	2020.195235
hCoV_19_USA_WA_UW362_2020_EPI_ISL_418929	2020-03-24	2020.228142
NODE_0002685	2020-03-13	2020.197984
hCoV_19_USA_WA_UW169_2020_EPI_ISL_416707	2020-03-14	2020.200820
NODE_0002686	2020-03-13	2020.198087
hCoV_19_USA_WA_UW161_2020_EPI_ISL_416699	2020-03-13	2020.198087
hCoV_19_USA_WA_UW308_2020_EPI_ISL_418876	2020-03-24	2020.228142
NODE_0002687	2020-02-09	2020.106601
NODE_0002688	2020-03-04	2020.172309
hCoV_19_USA_WA_UW110_2020_EPI_ISL_416648	2020-03-11	2020.192623
NODE_0002689	2020-03-04	2020.174169
hCoV_19_USA_WA_UW237_2020_EPI_ISL_417451	2020-03-14	2020.200820
NODE_0002690	2020-03-05	2020.176098
NODE_0002691	2020-03-09	2020.187424
hCoV_19_USA_WA_UW69_2020_EPI_ISL_415597	2020-03-10	2020.189891
NODE_0002692	2020-03-09	2020.187424
hCoV_19_USA_WA_UW337_2020_EPI_ISL_418904	2020-03-24	2020.228142
NODE_0002693	2020-03-09	2020.187424
hCoV_19_USA_WA_UW356_2020_EPI_ISL_418923	2020-03-24	2020.228142
NODE_0002694	2020-03-09	2020.187424
hCoV_19_USA_WA_UW178_2020_EPI_ISL_416716	2020-03-13	2020.198087
NODE_0002695	2020-03-09	2020.187424
hCoV_19_USA_WA_UW153_2020_EPI_ISL_416691	2020-03-13	2020.198087
NODE_0002696	2020-03-13	2020.198087
hCoV_19_USA_WA_UW193_2020_EPI_ISL_417342	2020-03-13	2020.198087
hCoV_19_USA_WA_UW357_2020_EPI_ISL_418924	2020-03-24	2020.228142
NODE_0002697	2020-03-06	2020.178299
hCoV_19_USA_WA_UW365_2020_EPI_ISL_418932	2020-03-24	2020.228142
NODE_0002698	2020-03-06	2020.180194
hCoV_19_USA_WA_UW346_2020_EPI_ISL_418913	2020-03-24	2020.228142
NODE_0002699	2020-03-07	2020.182138
hCoV_19_USA_WA_UW187_2020_EPI_ISL_416725	2020-03-13	2020.198087
NODE_0002700	2020-03-07	2020.182138
hCoV_19_USA_WA_UW307_2020_EPI_ISL_418875	2020-03-24	2020.228142
NODE_0002701	2020-03-07	2020.182138
hCoV_19_USA_WA_UW29_2020_EPI_ISL_414616	2020-03-08	2020.184426
NODE_0002702	2020-03-07	2020.182138
hCoV_19_USA_WA_UW115_2020_EPI_ISL_416653	2020-03-11	2020.192623
hCoV_19_USA_WA_UW181_2020_EPI_ISL_416719	2020-03-14	2020.200820
NODE_0002703	2020-02-09	2020.106601
NODE_0002704	2020-02-11	2020.114521
NODE_0002705	2020-02-29	2020.163676
NODE_0002706	2020-03-15	2020.203552
hCoV_19_USA_WA_UW269_2020_EPI_ISL_418054	2020-03-16	2020.206284
hCoV_19_USA_WA_UW296_2020_EPI_ISL_418081	2020-03-15	2020.203552
NODE_0002707	2020-03-10	2020.189891
hCoV_19_USA_WA_UW82_2020_EPI_ISL_416438	2020-03-10	2020.189891
NODE_0008152	2020-03-16	2020.206284
hCoV_19_USA_WA_UW386_2020_EPI_ISL_418951	2020-03-23	2020.225410
hCoV_19_USA_WA_UW268_2020_EPI_ISL_418053	2020-03-16	2020.206284
NODE_0002708	2020-02-11	2020.114521
hCoV_19_Iceland_125_2020_EPI_ISL_417690	2020-03-11	2020.192623
NODE_0002709	2020-03-05	2020.175635
hCoV_19_USA_WA_UW313_2020_EPI_ISL_418880	2020-03-22	2020.222678
NODE_0002710	2020-03-05	2020.175635
hCoV_19_USA_WA_UW109_2020_EPI_ISL_416647	2020-03-11	2020.192623
NODE_0002711	2020-03-05	2020.175635
hCoV_19_USA_WA_UW310_2020_EPI_ISL_418878	2020-03-24	2020.228142
hCoV_19_USA_WA_UW327_2020_EPI_ISL_418894	2020-03-22	2020.222678
NODE_0002712	2020-02-14	2020.120381
hCoV_19_USA_WA_UW78_2020_EPI_ISL_416434	2020-03-10	2020.189891
NODE_0002713	2020-02-14	2020.122406
hCoV_19_USA_WA_UW288_2020_EPI_ISL_418073	2020-03-15	2020.203552
NODE_0002714	2020-02-17	2020.130535
hCoV_19_USA_WA_UW366_2020_EPI_ISL_418933	2020-03-24	2020.228142
NODE_0002715	2020-02-17	2020.130535
hCoV_19_USA_WA_UW155_2020_EPI_ISL_416693	2020-03-12	2020.195355
NODE_0002716	2020-02-17	2020.130535
NODE_0002717	2020-02-17	2020.130535
hCoV_19_USA_WA_UW170_2020_EPI_ISL_416708	2020-03-14	2020.200820
NODE_0002718	2020-02-17	2020.130535
hCoV_19_USA_WA_UW283_2020_EPI_ISL_418068	2020-03-14	2020.200820
hCoV_19_USA_WY_WYPHL009_2020_EPI_ISL_421546	2020-03-15	2020.203552
NODE_0002719	2020-02-17	2020.130535
hCoV_19_USA_WA_UW96_2020_EPI_ISL_416452	2020-03-10	2020.189891
NODE_0002720	2020-02-17	2020.130535
hCoV_19_USA_WA_UW333_2020_EPI_ISL_418900	2020-03-24	2020.228142
NODE_0002721	2020-02-17	2020.130535
hCoV_19_USA_WA_UW233_2020_EPI_ISL_417382	2020-03-15	2020.203552
NODE_0002722	2020-03-02	2020.166883
NODE_0002723	2020-03-02	2020.166883
hCoV_19_USA_WA_UW247_2020_EPI_ISL_418032	2020-03-16	2020.206284
NODE_0002724	2020-03-02	2020.166883
hCoV_19_USA_WA_UW248_2020_EPI_ISL_418033	2020-03-16	2020.206284
NODE_0002725	2020-03-05	2020.176925
hCoV_19_USA_WA_UW166_2020_EPI_ISL_416704	2020-03-15	2020.203552
NODE_0002726	2020-03-07	2020.181777
hCoV_19_USA_WA_UW230_2020_EPI_ISL_417379	2020-03-15	2020.203552
hCoV_19_USA_WA_UW312_2020_EPI_ISL_418879	2020-03-23	2020.225410
NODE_0002727	2020-03-10	2020.188746
hCoV_19_USA_WA_UW241_2020_EPI_ISL_417455	2020-03-14	2020.200820
NODE_0002728	2020-03-10	2020.188746
hCoV_19_USA_WA_UW191_2020_EPI_ISL_416729	2020-03-13	2020.198087
NODE_0002729	2020-03-10	2020.188746
NODE_0002730	2020-03-13	2020.198087
hCoV_19_USA_WA_UW160_2020_EPI_ISL_416698	2020-03-13	2020.198087
hCoV_19_USA_WA_UW186_2020_EPI_ISL_416724	2020-03-13	2020.198087
hCoV_19_USA_WA_UW192_2020_EPI_ISL_417341	2020-03-13	2020.198087
NODE_0002731	2020-03-10	2020.188746
hCoV_19_USA_WA_UW282_2020_EPI_ISL_418067	2020-03-15	2020.203552
NODE_0002732	2020-03-14	2020.200820
hCoV_19_USA_WA_UW240_2020_EPI_ISL_417454	2020-03-14	2020.200820
hCoV_19_USA_WA_UW388_2020_EPI_ISL_418953	2020-03-23	2020.225410
NODE_0002733	2020-01-31	2020.083681
NODE_0002734	2020-03-02	2020.168033
hCoV_19_France_B2336_2020_EPI_ISL_416505	2020-03-02	2020.168033
NODE_0002735	2020-03-10	2020.189891
hCoV_19_Austria_CeMM0012_2020_EPI_ISL_419665	2020-03-10	2020.189891
NODE_0002736	2020-03-17	2020.209016
hCoV_19_USA_NY_PV09120_2020_EPI_ISL_422495	2020-03-19	2020.214481
hCoV_19_USA_NY_PV08494_2020_EPI_ISL_421430	2020-03-17	2020.209016
NODE_0002737	2020-02-01	2020.085630
NODE_0002738	2020-02-14	2020.121007
hCoV_19_USA_NY_PV09181_2020_EPI_ISL_422540	2020-03-19	2020.214481
NODE_0002739	2020-02-14	2020.121007
NODE_0002740	2020-02-18	2020.132055
NODE_0002741	2020-02-23	2020.145659
hCoV_19_USA_WI_GMF_00232_2020_EPI_ISL_418188	2020-03-23	2020.225410
hCoV_19_Luxembourg_LNS9510711_2020_EPI_ISL_421762	2020-03-17	2020.209016
NODE_0002742	2020-02-18	2020.132055
hCoV_19_USA_NY_Yale_022_2020_EPI_ISL_420090	2020-03-18	2020.211749
NODE_0002743	2020-02-24	2020.148023
hCoV_19_USA_WA_UW348_2020_EPI_ISL_418915	2020-03-24	2020.228142
hCoV_19_Luxembourg_LNS0877496_2020_EPI_ISL_421749	2020-03-17	2020.209016
NODE_0002744	2020-02-14	2020.121007
NODE_0002745	2020-02-24	2020.149946
hCoV_19_Iceland_96_2020_EPI_ISL_417875	2020-03-10	2020.189891
NODE_0002746	2020-02-28	2020.159739
hCoV_19_Germany_NRW_27_2020_EPI_ISL_419544	2020-03-15	2020.203552
NODE_0002747	2020-03-05	2020.174938
hCoV_19_Iceland_302_2020_EPI_ISL_417631	2020-03-18	2020.211749
NODE_0002748	2020-03-10	2020.190666
hCoV_19_Canada_ON_PHL5672_2020_EPI_ISL_418352	2020-03-11	2020.192623
NODE_0002749	2020-03-11	2020.192623
hCoV_19_Luxembourg_LNS3089015_2020_EPI_ISL_419581	2020-03-11	2020.192623
hCoV_19_Germany_NRW_32_2020_EPI_ISL_419549	2020-03-15	2020.203552
NODE_0002750	2020-02-14	2020.121007
NODE_0002751	2020-02-14	2020.121007
NODE_0002752	2020-02-14	2020.121007
NODE_0002753	2020-03-17	2020.209016
hCoV_19_USA_NY_PV08121_2020_EPI_ISL_421350	2020-03-17	2020.209016
hCoV_19_USA_NY_PV08120_2020_EPI_ISL_421349	2020-03-17	2020.209016
NODE_0002754	2020-02-23	2020.145146
NODE_0002755	2020-03-12	2020.195355
hCoV_19_Iceland_159_2020_EPI_ISL_417806	2020-03-13	2020.198087
hCoV_19_France_IDF2359_2020_EPI_ISL_421501	2020-03-12	2020.195355
NODE_0002756	2020-02-23	2020.147038
NODE_0002757	2020-02-29	2020.162568
hCoV_19_USA_NH_0004_2020_EPI_ISL_420791	2020-02-29	2020.162568
NODE_0008203	2020-03-02	2020.168033
hCoV_19_USA_NH_0008_2020_EPI_ISL_420792	2020-03-02	2020.168033
hCoV_19_France_IDF3163_2020_EPI_ISL_420058	2020-03-20	2020.217213
NODE_0002758	2020-02-23	2020.147269
NODE_0002759	2020-02-23	2020.147269
hCoV_19_USA_UT_00035_2020_EPI_ISL_421560	2020-03-18	2020.211749
hCoV_19_Senegal_026_2020_EPI_ISL_418209	2020-03-03	2020.170765
NODE_0002760	2020-02-23	2020.147269
hCoV_19_France_IDF2936_2020_EPI_ISL_420048	2020-03-18	2020.211749
NODE_0002761	2020-02-26	2020.153600
hCoV_19_Iceland_300_2020_EPI_ISL_417629	2020-03-18	2020.211749
NODE_0002762	2020-02-26	2020.155652
NODE_0002763	2020-02-26	2020.155652
hCoV_19_Iceland_213_2020_EPI_ISL_417752	2020-03-16	2020.206284
NODE_0002764	2020-03-02	2020.168033
hCoV_19_France_ARA10170_2020_EPI_ISL_418420	2020-03-17	2020.209016
hCoV_19_Senegal_016_2020_EPI_ISL_418207	2020-03-02	2020.168033
NODE_0002765	2020-02-27	2020.157879
hCoV_19_France_IDF3218_2020_EPI_ISL_420062	2020-03-22	2020.222678
NODE_0002766	2020-02-28	2020.159836
hCoV_19_Senegal_020_2020_EPI_ISL_418208	2020-03-04	2020.173497
hCoV_19_Senegal_003_2020_EPI_ISL_418206	2020-02-28	2020.159836
NODE_0002767	2020-02-20	2020.138291
NODE_0002768	2020-03-05	2020.176230
hCoV_19_Belgium_GOF_030578_2020_EPI_ISL_420334	2020-03-05	2020.176230
hCoV_19_Luxembourg_LNS8124566_2020_EPI_ISL_421756	2020-03-17	2020.209016
NODE_0002769	2020-02-25	2020.150537
NODE_0002770	2020-03-07	2020.182633
hCoV_19_Luxembourg_LNS7928872_2020_EPI_ISL_419597	2020-03-15	2020.203552
NODE_0002771	2020-03-08	2020.184606
hCoV_19_Luxembourg_LNS7537751_2020_EPI_ISL_419594	2020-03-16	2020.206284
NODE_0002772	2020-03-08	2020.184606
hCoV_19_Luxembourg_LNS2013896_2020_EPI_ISL_417531	2020-03-18	2020.211749
NODE_0002773	2020-03-08	2020.184606
hCoV_19_Luxembourg_LNS9324837_2020_EPI_ISL_419602	2020-03-12	2020.195355
NODE_0002774	2020-03-08	2020.184606
hCoV_19_Luxembourg_LNS8639502_2020_EPI_ISL_419599	2020-03-16	2020.206284
hCoV_19_Belgium_BCM_0324160_2020_EPI_ISL_420417	2020-03-24	2020.228142
NODE_0002775	2020-02-25	2020.152426
NODE_0002776	2020-03-13	2020.198863
hCoV_19_Luxembourg_LNS9982497_2020_EPI_ISL_419607	2020-03-14	2020.200820
NODE_0002777	2020-03-14	2020.200820
hCoV_19_Luxembourg_LNS6897699_2020_EPI_ISL_421755	2020-03-17	2020.209016
hCoV_19_Luxembourg_LNS5228153_2020_EPI_ISL_419591	2020-03-14	2020.200820
NODE_0002778	2020-02-25	2020.152426
NODE_0002779	2020-03-17	2020.209016
hCoV_19_Belgium_ULG_8715_2020_EPI_ISL_418643	2020-03-19	2020.214481
hCoV_19_Luxembourg_LNS7970956_2020_EPI_ISL_421734	2020-03-17	2020.209016
NODE_0002780	2020-02-25	2020.152426
NODE_0002781	2020-03-15	2020.203552
hCoV_19_Luxembourg_LNS8489624_2020_EPI_ISL_417532	2020-03-18	2020.211749
hCoV_19_Luxembourg_LNS9086704_2020_EPI_ISL_419601	2020-03-15	2020.203552
NODE_0002782	2020-02-25	2020.152426
hCoV_19_Luxembourg_LNS4134806_2020_EPI_ISL_419586	2020-03-14	2020.200820
NODE_0002783	2020-02-25	2020.152426
hCoV_19_Luxembourg_LNS7074589_2020_EPI_ISL_421744	2020-03-17	2020.209016
NODE_0002784	2020-02-29	2020.162279
hCoV_19_Belgium_GS_030549_2020_EPI_ISL_418798	2020-03-05	2020.176230
NODE_0002785	2020-02-29	2020.162279
hCoV_19_Belgium_BGM_030444_2020_EPI_ISL_420442	2020-03-04	2020.173497
NODE_0002786	2020-02-29	2020.162279
NODE_0002787	2020-03-10	2020.190838
hCoV_19_Belgium_ULG_8578_2020_EPI_ISL_418638	2020-03-19	2020.214481
hCoV_19_Belgium_ULG_10004_2020_EPI_ISL_421184	2020-03-31	2020.247268
NODE_0002788	2020-02-29	2020.162279
NODE_0002789	2020-02-29	2020.162279
hCoV_19_Belgium_ULG_3162_2020_EPI_ISL_417005	2020-03-05	2020.176230
hCoV_19_Belgium_ULG_9641_2020_EPI_ISL_418652	2020-03-22	2020.222678
NODE_0002790	2020-03-04	2020.173480
hCoV_19_Belgium_ULG_3163_2020_EPI_ISL_417006	2020-03-05	2020.176230
hCoV_19_Belgium_ULG_8808_2020_EPI_ISL_418644	2020-03-19	2020.214481
NODE_0002791	2020-02-26	2020.153772
NODE_0002792	2020-02-29	2020.163470
hCoV_19_Germany_NRW_29_2020_EPI_ISL_419546	2020-03-15	2020.203552
NODE_0002793	2020-03-03	2020.169481
hCoV_19_France_IDF2284_2020_EPI_ISL_416501	2020-03-10	2020.189891
NODE_0002794	2020-03-12	2020.195355
hCoV_19_Luxembourg_LNS7753431_2020_EPI_ISL_419595	2020-03-12	2020.195355
hCoV_19_Wales_PHWC_26602_2020_EPI_ISL_422278	2020-03-28	2020.239071
NODE_0002795	2020-02-26	2020.155591
NODE_0002796	2020-02-27	2020.156283
NODE_0002797	2020-02-28	2020.159234
NODE_0002798	2020-03-09	2020.187057
hCoV_19_Australia_VIC201_2020_EPI_ISL_419896	2020-03-19	2020.214481
hCoV_19_Wales_PHWC_265AB_2020_EPI_ISL_422290	2020-03-26	2020.233607
NODE_0002799	2020-03-18	2020.210754
hCoV_19_Wales_PHWC_268C0_2020_EPI_ISL_422212	2020-03-27	2020.236339
NODE_0002800	2020-03-26	2020.234382
hCoV_19_Wales_PHWC_26B12_2020_EPI_ISL_422024	2020-03-29	2020.241803
NODE_0002801	2020-03-27	2020.236339
hCoV_19_Wales_PHWC_26AE8_2020_EPI_ISL_422224	2020-03-29	2020.241803
hCoV_19_Wales_PHWC_26ACA_2020_EPI_ISL_422216	2020-03-27	2020.236339
NODE_0002802	2020-02-27	2020.156283
NODE_0002803	2020-02-27	2020.156283
hCoV_19_USA_VA_DCLS_0033_2020_EPI_ISL_420019	2020-03-19	2020.214481
NODE_0002804	2020-03-04	2020.173561
hCoV_19_USA_CT_Yale_017_2020_EPI_ISL_419520	2020-03-19	2020.214481
NODE_0002805	2020-03-04	2020.173561
hCoV_19_USA_WY_WYPHL010_2020_EPI_ISL_421547	2020-03-16	2020.206284
NODE_0002806	2020-03-04	2020.173561
hCoV_19_Wales_PHWC_23BE8_2020_EPI_ISL_418098	2020-03-13	2020.198087
NODE_0002807	2020-03-11	2020.193398
NODE_0002808	2020-03-12	2020.195355
hCoV_19_Wales_PHWC_23BD9_2020_EPI_ISL_418097	2020-03-12	2020.195355
hCoV_19_Wales_PHWC_23D4C_2020_EPI_ISL_418109	2020-03-12	2020.195355
NODE_0002809	2020-03-11	2020.193398
hCoV_19_USA_NY_PV09126_2020_EPI_ISL_422500	2020-03-19	2020.214481
hCoV_19_USA_UT_00345_2020_EPI_ISL_420818	2020-03-25	2020.230874
NODE_0002810	2020-02-27	2020.156283
hCoV_19_USA_NY_NYUMC11_2020_EPI_ISL_418196	2020-03-14	2020.200820
NODE_0002811	2020-02-27	2020.156283
NODE_0002812	2020-03-12	2020.195308
hCoV_19_USA_NY_PV08448_2020_EPI_ISL_421399	2020-03-17	2020.209016
NODE_0002813	2020-03-12	2020.195308
hCoV_19_Iceland_327_2020_EPI_ISL_417656	2020-03-14	2020.200820
hCoV_19_Iceland_251_2020_EPI_ISL_417579	2020-03-17	2020.209016
NODE_0002814	2020-02-27	2020.156283
NODE_0002815	2020-02-27	2020.156283
NODE_0002816	2020-03-10	2020.189891
hCoV_19_Iceland_91_2020_EPI_ISL_417873	2020-03-10	2020.189891
hCoV_19_Wales_PHWC_253EE_2020_EPI_ISL_420989	2020-03-23	2020.225410
NODE_0002817	2020-02-27	2020.156945
hCoV_19_Brazil_RJ0118_2020_EPI_ISL_417984	2020-03-19	2020.214481
hCoV_19_Iceland_132_2020_EPI_ISL_417787	2020-03-12	2020.195355
NODE_0002818	2020-02-27	2020.156283
NODE_0002819	2020-03-17	2020.207964
hCoV_19_USA_CT_Yale_039_2020_EPI_ISL_419527	2020-03-17	2020.209016
hCoV_19_USA_CT_Yale_048_2020_EPI_ISL_419516	2020-03-25	2020.230874
NODE_0002820	2020-02-27	2020.156283
hCoV_19_USA_NY_PV08445_2020_EPI_ISL_421396	2020-03-18	2020.211749
NODE_0002821	2020-03-13	2020.196935
hCoV_19_USA_NY_PV08436_2020_EPI_ISL_421391	2020-03-18	2020.211749
hCoV_19_USA_NY_PV09077_2020_EPI_ISL_421623	2020-03-20	2020.217213
NODE_0002822	2020-02-26	2020.155591
NODE_0002823	2020-03-03	2020.171894
hCoV_19_USA_NY_PV09069_2020_EPI_ISL_422490	2020-03-20	2020.217213
NODE_0002824	2020-03-03	2020.171894
hCoV_19_USA_NY_NYUMC119_2020_EPI_ISL_421731	2020-03-18	2020.211749
hCoV_19_USA_UT_00346_2020_EPI_ISL_420819	2020-03-26	2020.233607
NODE_0002825	2020-02-26	2020.155591
NODE_0002826	2020-02-26	2020.155591
NODE_0002827	2020-03-06	2020.179569
NODE_0002828	2020-03-07	2020.181694
hCoV_19_Iceland_75_2020_EPI_ISL_417726	2020-03-09	2020.187158
hCoV_19_Iceland_63_2020_EPI_ISL_417855	2020-03-07	2020.181694
NODE_0002829	2020-03-06	2020.179569
hCoV_19_Norway_2114_2020_EPI_ISL_420312	2020-03-18	2020.211749
hCoV_19_Iceland_134_2020_EPI_ISL_417735	2020-03-12	2020.195355
NODE_0002830	2020-03-06	2020.178588
NODE_0002831	2020-03-12	2020.195355
hCoV_19_USA_MN38_MDH38_2020_EPI_ISL_417474	2020-03-12	2020.195355
hCoV_19_USA_MN52_MDH52_2020_EPI_ISL_417497	2020-03-13	2020.198087
NODE_0002832	2020-03-11	2020.192835
NODE_0002833	2020-03-11	2020.192835
hCoV_19_Wales_PHWC_26A24_2020_EPI_ISL_422374	2020-03-29	2020.241803
NODE_0002834	2020-03-11	2020.192835
hCoV_19_USA_NY_NYUMC77_2020_EPI_ISL_421578	2020-03-18	2020.211749
hCoV_19_USA_NY_PV08143_2020_EPI_ISL_421363	2020-03-17	2020.209016
NODE_0002835	2020-03-11	2020.192835
hCoV_19_USA_NY_NYUMC108_2020_EPI_ISL_421720	2020-03-18	2020.211749
NODE_0002836	2020-03-11	2020.192835
hCoV_19_USA_NY_NYUMC42_2020_EPI_ISL_419703	2020-03-18	2020.211749
NODE_0002837	2020-03-18	2020.211749
hCoV_19_USA_NY_NYUMC60_2020_EPI_ISL_420575	2020-03-18	2020.211749
hCoV_19_USA_NY_NYUMC45_2020_EPI_ISL_420296	2020-03-18	2020.211749
NODE_0002838	2020-02-26	2020.155591
NODE_0002839	2020-03-15	2020.203200
hCoV_19_USA_NY_NYUMC41_2020_EPI_ISL_419702	2020-03-18	2020.211749
NODE_0002840	2020-03-15	2020.203200
hCoV_19_USA_NY_NYUMC58_2020_EPI_ISL_420573	2020-03-18	2020.211749
NODE_0002841	2020-03-15	2020.203200
hCoV_19_USA_OSUP0112_2020_EPI_ISL_421675	2020-04-01	2020.250000
hCoV_19_USA_NY_NYUMC116_2020_EPI_ISL_421728	2020-03-18	2020.211749
NODE_0002842	2020-02-27	2020.158079
hCoV_19_USA_NY_NYUMC33_2020_EPI_ISL_418979	2020-03-17	2020.209016
NODE_0002843	2020-02-27	2020.158079
NODE_0002844	2020-03-24	2020.228142
hCoV_19_Wales_PHWC_25BE6_2020_EPI_ISL_422304	2020-03-24	2020.228142
hCoV_19_Wales_PHWC_26F34_2020_EPI_ISL_422047	2020-03-30	2020.244536
NODE_0002845	2020-02-27	2020.158079
hCoV_19_Luxembourg_LNS7687858_2020_EPI_ISL_421736	2020-03-17	2020.209016
NODE_0002846	2020-02-27	2020.158079
hCoV_19_USA_WY_WYPHL015_2020_EPI_ISL_421551	2020-03-18	2020.211749
NODE_0002847	2020-03-10	2020.190377
NODE_0002848	2020-03-10	2020.190377
hCoV_19_USA_WY_WYPHL005_2020_EPI_ISL_421347	2020-03-15	2020.203552
hCoV_19_USA_WY_WYPHL019_2020_EPI_ISL_421553	2020-03-19	2020.214481
NODE_0002849	2020-03-14	2020.199598
hCov_19_USA_WY_WYPHL004_2020_EPI_ISL_421346	2020-03-14	2020.200820
NODE_0008296	2020-03-14	2020.201595
hCoV_19_USA_WY_WYPHL006_2020_EPI_ISL_421543	2020-03-15	2020.203552
NODE_0008297	2020-03-15	2020.203552
hCoV_19_USA_WY_WYPHL007_2020_EPI_ISL_421544	2020-03-15	2020.203552
hCoV_19_USA_WY_WYPHL008_2020_EPI_ISL_421545	2020-03-15	2020.203552
NODE_0002850	2020-02-02	2020.087572
NODE_0002851	2020-02-29	2020.162190
hCoV_19_Iceland_110_2020_EPI_ISL_417722	2020-03-11	2020.192623
NODE_0002852	2020-03-01	2020.164208
NODE_0002853	2020-03-01	2020.166076
hCoV_19_Finland_14M32_2020_EPI_ISL_418408	2020-03-14	2020.200820
NODE_0002854	2020-03-02	2020.168033
hCoV_19_France_B2335_2020_EPI_ISL_416504	2020-03-02	2020.168033
hCoV_19_Finland_13M27_2020_EPI_ISL_418387	2020-03-13	2020.198087
NODE_0002855	2020-03-15	2020.204327
NODE_0002856	2020-03-15	2020.204327
hCoV_19_England_20140050604_2020_EPI_ISL_420764	2020-03-26	2020.233607
hCoV_19_Wales_PHWC_26893_2020_EPI_ISL_422141	2020-03-27	2020.236339
NODE_0002857	2020-03-16	2020.206284
hCoV_19_Luxembourg_LNS9512434_2020_EPI_ISL_419603	2020-03-16	2020.206284
hCoV_19_USA_UT_00289_2020_EPI_ISL_420809	2020-03-24	2020.228142
NODE_0002858	2020-02-02	2020.089455
hCoV_19_Iceland_90_2020_EPI_ISL_417872	2020-03-10	2020.189891
NODE_0002859	2020-02-03	2020.091367
NODE_0002860	2020-02-25	2020.152952
hCoV_19_USA_VA_DCLS_0031_2020_EPI_ISL_420018	2020-03-16	2020.206284
NODE_0002861	2020-02-25	2020.152952
hCoV_19_Australia_VIC258_2020_EPI_ISL_419951	2020-03-21	2020.219945
NODE_0002862	2020-03-14	2020.200480
hCoV_19_USA_VA_DCLS_0040_2020_EPI_ISL_420022	2020-03-22	2020.222678
NODE_0002863	2020-03-14	2020.201374
NODE_0002864	2020-03-22	2020.222678
hCoV_19_USA_VA_DCLS_0039_2020_EPI_ISL_420021	2020-03-22	2020.222678
hCoV_19_USA_VA_DCLS_0038_2020_EPI_ISL_420630	2020-03-23	2020.225410
NODE_0002865	2020-03-14	2020.201374
NODE_0002866	2020-03-14	2020.201374
hCoV_19_USA_VA_DCLS_0007_2020_EPI_ISL_419258	2020-03-19	2020.214481
hCoV_19_USA_VA_DCLS_0006_2020_EPI_ISL_419257	2020-03-19	2020.214481
NODE_0002867	2020-03-20	2020.217213
hCoV_19_USA_VA_DCLS_0034_2020_EPI_ISL_420629	2020-03-20	2020.217213
hCoV_19_USA_VA_DCLS_0036_2020_EPI_ISL_420020	2020-03-20	2020.217213
NODE_0002868	2020-02-03	2020.091367
NODE_0002869	2020-02-18	2020.131188
NODE_0002870	2020-02-18	2020.131188
NODE_0002871	2020-02-18	2020.131188
NODE_0002872	2020-02-18	2020.131188
NODE_0002873	2020-02-26	2020.154416
hCoV_19_USA_NY_NYUMC22_2020_EPI_ISL_418968	2020-03-15	2020.203552
hCoV_19_USA_NY_NYUMC86_2020_EPI_ISL_421587	2020-03-18	2020.211749
NODE_0002874	2020-02-18	2020.131188
hCoV_19_USA_NY_PV08496_2020_EPI_ISL_421432	2020-03-17	2020.209016
NODE_0002875	2020-02-27	2020.156962
hCoV_19_USA_WI_13_2020_EPI_ISL_417516	2020-03-15	2020.203552
hCoV_19_USA_WA_UW359_2020_EPI_ISL_418926	2020-03-24	2020.228142
NODE_0002876	2020-02-18	2020.131188
NODE_0002877	2020-02-18	2020.131188
NODE_0002878	2020-02-23	2020.147229
hCoV_19_France_HF2586_2020_EPI_ISL_418236	2020-03-16	2020.206284
