#node	date	numeric date
hCoV_19_Australia_VIC233_2020_EPI_ISL_419928	2020-03-21	2020.219945
NODE_0000842	2020-03-01	2020.164352
hCoV_19_Singapore_27_2020_EPI_ISL_420104	2020-03-05	2020.176230
NODE_0000843	2020-03-01	2020.164352
hCoV_19_England_20148006304_2020_EPI_ISL_422003	2020-03-31	2020.247268
NODE_0000844	2020-03-10	2020.191124
hCoV_19_Wales_PHWC_26945_2020_EPI_ISL_422203	2020-03-27	2020.236339
NODE_0000845	2020-03-20	2020.217213
hCoV_19_Australia_VIC208_2020_EPI_ISL_419903	2020-03-20	2020.217213
NODE_0000846	2020-03-22	2020.222678
hCoV_19_Australia_VIC268_2020_EPI_ISL_419961	2020-03-22	2020.222678
hCoV_19_Wales_PHWC_257B5_2020_EPI_ISL_422071	2020-03-24	2020.228142
NODE_0000847	2020-02-15	2020.123892
NODE_0000848	2020-02-15	2020.123892
NODE_0000849	2020-02-15	2020.123892
hCoV_19_USA_WA_UW197_2020_EPI_ISL_417346	2020-03-12	2020.195355
hCoV_19_USA_CZB_RR057_005_2020_EPI_ISL_417931	2020-03-18	2020.211749
NODE_0000850	2020-02-15	2020.123892
hCoV_19_Australia_VIC36_2020_EPI_ISL_419765	2020-03-10	2020.189891
NODE_0000851	2020-02-15	2020.123892
hCoV_19_Wales_PHWC_251B7_2020_EPI_ISL_420976	2020-03-22	2020.222678
hCoV_19_Hangzhou_HZCDC6789_2020_EPI_ISL_421221	2020-03-15	2020.203552
NODE_0000852	2020-02-16	2020.128124
NODE_0000853	2020-03-30	2020.244536
hCoV_19_England_20144018704_2020_EPI_ISL_421939	2020-04-01	2020.250000
hCoV_19_England_20144018204_2020_EPI_ISL_421938	2020-03-30	2020.244536
NODE_0000854	2020-02-16	2020.128124
hCoV_19_Iceland_203_2020_EPI_ISL_417825	2020-03-16	2020.206284
NODE_0000855	2020-02-16	2020.128124
NODE_0000856	2020-02-16	2020.128124
hCoV_19_Australia_VIC55_2020_EPI_ISL_419776	2020-03-12	2020.195355
hCoV_19_Australia_VIC151_2020_EPI_ISL_419848	2020-03-17	2020.209016
NODE_0000857	2020-02-16	2020.128124
hCoV_19_Netherlands_ZuidHolland_8_2020_EPI_ISL_414468	2020-03-06	2020.178962
NODE_0000858	2020-02-16	2020.128124
hCoV_19_Netherlands_NA_29_2020_EPI_ISL_415486	2020-03-13	2020.198087
hCoV_19_Netherlands_Utrecht_18_2020_EPI_ISL_415527	2020-03-12	2020.195355
NODE_0000859	2020-02-10	2020.111958
NODE_0000860	2020-02-15	2020.123163
NODE_0000861	2020-02-15	2020.123163
NODE_0000862	2020-02-25	2020.152197
NODE_0000863	2020-03-05	2020.175173
hCoV_19_Netherlands_NA_35_2020_EPI_ISL_415492	2020-03-10	2020.189891
hCoV_19_Netherlands_NoordBrabant_56_2020_EPI_ISL_415512	2020-03-09	2020.187158
NODE_0000864	2020-02-25	2020.152197
hCoV_19_Netherlands_NoordBrabant_22_2020_EPI_ISL_414531	2020-03-04	2020.173497
hCoV_19_Netherlands_NoordBrabant_23_2020_EPI_ISL_414532	2020-03-05	2020.176230
NODE_0000865	2020-03-09	2020.188454
NODE_0000866	2020-03-14	2020.200820
hCoV_19_Iceland_326_2020_EPI_ISL_417655	2020-03-14	2020.200820
hCoV_19_Iceland_331_2020_EPI_ISL_417660	2020-03-14	2020.200820
NODE_0000867	2020-03-10	2020.190333
NODE_0000868	2020-03-16	2020.206284
hCoV_19_Iceland_262_2020_EPI_ISL_417590	2020-03-18	2020.211749
hCoV_19_Iceland_206_2020_EPI_ISL_417699	2020-03-16	2020.206284
NODE_0000869	2020-03-11	2020.192365
NODE_0000870	2020-03-16	2020.206284
hCoV_19_Iceland_252_2020_EPI_ISL_417580	2020-03-17	2020.209016
hCoV_19_Iceland_196_2020_EPI_ISL_417822	2020-03-16	2020.206284
NODE_0000871	2020-03-12	2020.194269
hCoV_19_Iceland_329_2020_EPI_ISL_417658	2020-03-14	2020.200820
NODE_0000872	2020-03-12	2020.196130
hCoV_19_Iceland_292_2020_EPI_ISL_417621	2020-03-18	2020.211749
NODE_0000873	2020-03-13	2020.198087
hCoV_19_Iceland_283_2020_EPI_ISL_417611	2020-03-17	2020.209016
hCoV_19_Iceland_328_2020_EPI_ISL_417657	2020-03-13	2020.198087
NODE_0000874	2020-02-20	2020.139282
NODE_0000875	2020-02-29	2020.161472
NODE_0000876	2020-02-29	2020.163344
hCoV_19_England_20124001702_2020_EPI_ISL_418685	2020-03-17	2020.209016
NODE_0000877	2020-03-01	2020.165301
hCoV_19_England_20124037902_2020_EPI_ISL_418721	2020-03-18	2020.211749
hCoV_19_England_20100077906_2020_EPI_ISL_415139	2020-03-01	2020.165301
NODE_0000878	2020-03-02	2020.167772
hCoV_19_England_20144072804_2020_EPI_ISL_421962	2020-04-01	2020.250000
NODE_0000879	2020-03-03	2020.169678
hCoV_19_Luxembourg_LNS0945359_2020_EPI_ISL_419569	2020-03-07	2020.181694
NODE_0000880	2020-03-03	2020.171540
hCoV_19_Netherlands_NA_14_2020_EPI_ISL_415470	2020-03-10	2020.189891
NODE_0000881	2020-03-04	2020.173497
hCoV_19_Netherlands_NoordBrabant_20_2020_EPI_ISL_414529	2020-03-04	2020.173497
hCoV_19_Netherlands_NoordBrabant_25_2020_EPI_ISL_414534	2020-03-06	2020.178962
NODE_0000882	2020-02-20	2020.139282
NODE_0000883	2020-02-20	2020.139282
hCoV_19_Brazil_SPBR_02_2020_EPI_ISL_413016	2020-02-28	2020.159836
hCoV_19_Spain_Madrid_LP14_3_2020_EPI_ISL_417975	2020-03-09	2020.187158
NODE_0000884	2020-03-05	2020.176345
hCoV_19_Iceland_135_2020_EPI_ISL_417696	2020-03-12	2020.195355
NODE_0000885	2020-03-07	2020.182669
NODE_0000886	2020-03-07	2020.182669
hCoV_19_Iceland_170_2020_EPI_ISL_417548	2020-03-17	2020.209016
NODE_0000887	2020-03-07	2020.182669
NODE_0000888	2020-03-13	2020.198863
hCoV_19_Iceland_332_2020_EPI_ISL_417661	2020-03-14	2020.200820
NODE_0000889	2020-03-14	2020.200820
hCoV_19_Iceland_229_2020_EPI_ISL_417557	2020-03-17	2020.209016
hCoV_19_Iceland_162_2020_EPI_ISL_417772	2020-03-14	2020.200820
NODE_0000890	2020-03-07	2020.182669
NODE_0000891	2020-03-07	2020.182669
hCoV_19_Iceland_324_2020_EPI_ISL_417653	2020-03-18	2020.211749
hCoV_19_Iceland_202_2020_EPI_ISL_417750	2020-03-16	2020.206284
NODE_0000892	2020-03-07	2020.182669
hCoV_19_Iceland_119_2020_EPI_ISL_417544	2020-03-17	2020.209016
hCoV_19_Iceland_279_2020_EPI_ISL_417607	2020-03-17	2020.209016
NODE_0000893	2020-03-11	2020.193462
hCoV_19_Iceland_240_2020_EPI_ISL_417568	2020-03-17	2020.209016
NODE_0000894	2020-03-12	2020.195355
hCoV_19_Iceland_131_2020_EPI_ISL_417771	2020-03-12	2020.195355
NODE_0000895	2020-03-14	2020.199620
hCoV_19_Iceland_230_2020_EPI_ISL_417558	2020-03-17	2020.209016
NODE_0000896	2020-03-14	2020.201595
NODE_0000897	2020-03-17	2020.209016
hCoV_19_Iceland_277_2020_EPI_ISL_417605	2020-03-17	2020.209016
hCoV_19_Iceland_278_2020_EPI_ISL_417606	2020-03-17	2020.209016
NODE_0000898	2020-03-15	2020.203552
hCoV_19_Iceland_8_2020_EPI_ISL_417864	2020-03-15	2020.203552
NODE_0006153	2020-03-16	2020.206284
hCoV_19_Iceland_223_2020_EPI_ISL_417838	2020-03-16	2020.206284
hCoV_19_Iceland_174_2020_EPI_ISL_417716	2020-03-16	2020.206284
NODE_0000899	2020-02-11	2020.113882
NODE_0000900	2020-02-21	2020.139763
NODE_0000901	2020-03-08	2020.184494
hCoV_19_USA_NY_PV09099_2020_EPI_ISL_421633	2020-03-18	2020.211749
NODE_0000902	2020-03-11	2020.192623
hCoV_19_Australia_NSW52_2020_EPI_ISL_417405	2020-03-11	2020.192623
NODE_0000903	2020-03-20	2020.216029
hCoV_19_England_20139029404_2020_EPI_ISL_421911	2020-03-26	2020.233607
hCoV_19_England_20139029304_2020_EPI_ISL_421910	2020-03-26	2020.233607
NODE_0000904	2020-02-21	2020.139763
hCoV_19_England_20100122106_2020_EPI_ISL_415142	2020-03-02	2020.168033
NODE_0000905	2020-02-21	2020.139763
hCoV_19_England_20100122107_2020_EPI_ISL_415143	2020-03-02	2020.168033
NODE_0000906	2020-02-21	2020.139763
hCoV_19_England_20099079106_2020_EPI_ISL_415130	2020-03-01	2020.165301
NODE_0000907	2020-02-21	2020.139763
hCoV_19_USA_WA_UW275_2020_EPI_ISL_418060	2020-03-14	2020.200820
hCoV_19_England_20139007204_2020_EPI_ISL_421859	2020-03-26	2020.233607
NODE_0000908	2020-02-12	2020.116095
NODE_0000909	2020-02-12	2020.116095
NODE_0000910	2020-02-21	2020.140226
hCoV_19_England_20126003802_2020_EPI_ISL_418743	2020-03-17	2020.209016
hCoV_19_Wales_PHWC_2664E_2020_EPI_ISL_422260	2020-03-27	2020.236339
NODE_0000911	2020-02-24	2020.149751
NODE_0000912	2020-03-10	2020.189891
hCoV_19_Luxembourg_LNS1870254_2020_EPI_ISL_419572	2020-03-10	2020.189891
NODE_0000913	2020-03-10	2020.189891
hCoV_19_USA_NY_PV09154_2020_EPI_ISL_422522	2020-03-22	2020.222678
hCoV_19_Netherlands_NA_27_2020_EPI_ISL_415484	2020-03-13	2020.198087
NODE_0000914	2020-02-24	2020.149751
NODE_0000915	2020-03-17	2020.209016
hCoV_19_England_20124001902_2020_EPI_ISL_418686	2020-03-17	2020.209016
hCoV_19_England_20124002002_2020_EPI_ISL_418687	2020-03-17	2020.209016
NODE_0000916	2020-02-24	2020.149751
hCoV_19_Wales_PHWC_26D0D_2020_EPI_ISL_422097	2020-03-30	2020.244536
NODE_0000917	2020-03-07	2020.180845
hCoV_19_Wales_PHWC_24DB4_2020_EPI_ISL_419511	2020-03-20	2020.217213
hCoV_19_USA_WI_43_2020_EPI_ISL_421301	2020-03-19	2020.214481
NODE_0000918	2020-02-13	2020.118027
NODE_0000919	2020-03-04	2020.174292
hCoV_19_England_20139047104_2020_EPI_ISL_420692	2020-03-29	2020.241803
NODE_0000920	2020-03-05	2020.176230
hCoV_19_Luxembourg_LNS0641910_2020_EPI_ISL_419566	2020-03-05	2020.176230
NODE_0006176	2020-03-13	2020.198087
hCoV_19_USA_NY_NYUMC36_2020_EPI_ISL_419697	2020-03-18	2020.211749
hCoV_19_Taiwan_CGMH_CGU_09_2020_EPI_ISL_417522	2020-03-13	2020.198087
NODE_0000921	2020-02-13	2020.118027
NODE_0000922	2020-02-13	2020.118027
NODE_0000923	2020-03-03	2020.170765
hCoV_19_England_20106145903_2020_EPI_ISL_417246	2020-03-03	2020.170765
NODE_0000924	2020-03-03	2020.170765
hCoV_19_Wales_PHWC_2612F_2020_EPI_ISL_422194	2020-03-24	2020.228142
hCoV_19_England_20124095702_2020_EPI_ISL_418730	2020-03-18	2020.211749
NODE_0000925	2020-02-13	2020.118027
NODE_0000926	2020-03-14	2020.200820
hCoV_19_Australia_VIC83_2020_EPI_ISL_419799	2020-03-14	2020.200820
NODE_0000927	2020-03-15	2020.203552
hCoV_19_Australia_VIC09_2020_EPI_ISL_416515	2020-03-15	2020.203552
hCoV_19_Australia_VIC10_2020_EPI_ISL_416516	2020-03-16	2020.206284
NODE_0000928	2020-03-11	2020.192491
NODE_0000929	2020-03-17	2020.209016
hCoV_19_Iceland_115_2020_EPI_ISL_417540	2020-03-17	2020.209016
hCoV_19_Iceland_120_2020_EPI_ISL_417545	2020-03-17	2020.209016
NODE_0000930	2020-03-11	2020.192491
hCoV_19_Iceland_116_2020_EPI_ISL_417541	2020-03-17	2020.209016
NODE_0000931	2020-03-11	2020.192491
hCoV_19_Iceland_151_2020_EPI_ISL_417801	2020-03-13	2020.198087
NODE_0000932	2020-03-11	2020.192491
hCoV_19_Iceland_273_2020_EPI_ISL_417601	2020-03-17	2020.209016
hCoV_19_Iceland_275_2020_EPI_ISL_417603	2020-03-17	2020.209016
NODE_0000933	2020-02-14	2020.122486
NODE_0000934	2020-03-02	2020.168913
hCoV_19_England_20124048202_2020_EPI_ISL_418722	2020-03-17	2020.209016
NODE_0000935	2020-03-05	2020.176230
hCoV_19_England_20110000106_2020_EPI_ISL_417300	2020-03-05	2020.176230
hCoV_19_England_20139062804_2020_EPI_ISL_420743	2020-03-27	2020.236339
NODE_0000936	2020-02-14	2020.122486
NODE_0000937	2020-02-14	2020.122486
NODE_0000938	2020-03-06	2020.178962
hCoV_19_England_20109094106_2020_EPI_ISL_417290	2020-03-06	2020.178962
hCoV_19_England_20109094206_2020_EPI_ISL_417291	2020-03-08	2020.184426
NODE_0000939	2020-02-24	2020.149338
hCoV_19_Wales_PHWC_25BC8_2020_EPI_ISL_422114	2020-03-25	2020.230874
NODE_0000940	2020-03-04	2020.174100
hCoV_19_Netherlands_NoordBrabant_37_2020_EPI_ISL_414546	2020-03-06	2020.178962
hCoV_19_USA_NY_PV08498_2020_EPI_ISL_421433	2020-03-17	2020.209016
NODE_0000941	2020-02-14	2020.122486
NODE_0000942	2020-02-14	2020.122486
NODE_0000943	2020-02-14	2020.122486
hCoV_19_Netherlands_NoordBrabant_6_2020_EPI_ISL_414451	2020-03-06	2020.178962
NODE_0000944	2020-03-16	2020.206284
hCoV_19_England_20124034002_2020_EPI_ISL_418709	2020-03-16	2020.206284
hCoV_19_England_20124034102_2020_EPI_ISL_418710	2020-03-16	2020.206284
NODE_0000945	2020-02-14	2020.122486
hCoV_19_Norway_2052_2020_EPI_ISL_420148	2020-03-14	2020.200820
NODE_0000946	2020-02-25	2020.150637
hCoV_19_Belgium_ULG_10022_2020_EPI_ISL_421197	2020-03-31	2020.247268
NODE_0000947	2020-03-06	2020.179737
hCoV_19_Belgium_ULG_3665_2020_EPI_ISL_417009	2020-03-07	2020.181694
NODE_0000948	2020-03-07	2020.181694
hCoV_19_Belgium_ULG_3662_2020_EPI_ISL_417008	2020-03-07	2020.181694
hCoV_19_Belgium_ULG_3683_2020_EPI_ISL_417011	2020-03-07	2020.181694
NODE_0000949	2020-02-16	2020.127450
NODE_0000950	2020-02-16	2020.127450
hCoV_19_France_ARA11036_2020_EPI_ISL_418432	2020-03-18	2020.211749
NODE_0000951	2020-02-16	2020.127450
hCoV_19_England_20114099003_2020_EPI_ISL_420460	2020-03-10	2020.189891
NODE_0000952	2020-02-16	2020.127450
hCoV_19_England_20138088104_2020_EPI_ISL_421846	2020-03-24	2020.228142
NODE_0000953	2020-02-19	2020.135188
hCoV_19_Switzerland_1000477102_2020_EPI_ISL_413019	2020-02-26	2020.154372
hCoV_19_England_20134058202_2020_EPI_ISL_420517	2020-03-23	2020.225410
NODE_0000954	2020-02-24	2020.147972
hCoV_19_Wales_PHWC_2415E_2020_EPI_ISL_418149	2020-03-16	2020.206284
NODE_0000955	2020-02-24	2020.147972
hCoV_19_England_20109056406_2020_EPI_ISL_417281	2020-03-06	2020.178962
NODE_0000956	2020-02-26	2020.155050
hCoV_19_England_20146011804_2020_EPI_ISL_421978	2020-04-01	2020.250000
NODE_0000957	2020-02-27	2020.157171
hCoV_19_England_20134040803_2020_EPI_ISL_420516	2020-03-23	2020.225410
NODE_0000958	2020-03-01	2020.165301
hCoV_19_England_20102115303_2020_EPI_ISL_417219	2020-03-01	2020.165301
hCoV_19_England_20144063604_2020_EPI_ISL_421954	2020-03-30	2020.244536
NODE_0000959	2020-01-29	2020.076588
NODE_0000960	2020-01-30	2020.079258
NODE_0000961	2020-01-30	2020.079258
hCoV_19_Norway_1379_2020_EPI_ISL_417483	2020-02-27	2020.157104
NODE_0000962	2020-02-06	2020.099297
NODE_0000963	2020-02-18	2020.133589
hCoV_19_USA_WA3_UW1_2020_EPI_ISL_413025	2020-02-27	2020.157104
hCoV_19_USA_GA_2741_2020_EPI_ISL_419556	2020-02-29	2020.162568
NODE_0000964	2020-02-27	2020.157104
hCoV_19_Korea_BA_ACH_2604_2020_EPI_ISL_420799	2020-02-27	2020.157104
NODE_0006221	2020-02-29	2020.162568
hCoV_19_Korea_BA_ACH_2718_2020_EPI_ISL_420800	2020-02-29	2020.162568
hCoV_19_Korea_BA_ACH_2719_2020_EPI_ISL_420801	2020-02-29	2020.162568
NODE_0000965	2020-02-12	2020.116984
NODE_0000966	2020-02-12	2020.116984
hCoV_19_USA_OR_5430_2020_EPI_ISL_420794	2020-03-01	2020.165301
NODE_0000967	2020-02-12	2020.116984
NODE_0000968	2020-02-24	2020.147706
hCoV_19_England_20144035204_2020_EPI_ISL_421944	2020-03-31	2020.247268
NODE_0000969	2020-02-24	2020.147706
hCoV_19_England_20144035104_2020_EPI_ISL_421943	2020-03-31	2020.247268
NODE_0000970	2020-02-24	2020.147706
hCoV_19_Australia_VIC194_2020_EPI_ISL_419890	2020-03-19	2020.214481
hCoV_19_England_20124096402_2020_EPI_ISL_418732	2020-03-13	2020.198087
NODE_0000971	2020-02-19	2020.136112
NODE_0000972	2020-03-02	2020.167523
hCoV_19_Australia_WA07_2020_EPI_ISL_420537	2020-03-13	2020.198087
NODE_0000973	2020-03-02	2020.167523
hCoV_19_England_20124030003_2020_EPI_ISL_418707	2020-03-17	2020.209016
hCoV_19_Australia_VIC145_2020_EPI_ISL_419842	2020-03-17	2020.209016
NODE_0000974	2020-02-19	2020.136112
hCoV_19_England_20139021104_2020_EPI_ISL_421880	2020-03-26	2020.233607
NODE_0000975	2020-02-19	2020.136112
NODE_0000976	2020-02-19	2020.136112
hCoV_19_England_20142060404_2020_EPI_ISL_420766	2020-03-27	2020.236339
NODE_0000977	2020-02-26	2020.155147
hCoV_19_Slovenia_808_2020_EPI_ISL_420541	2020-03-05	2020.176230
NODE_0000978	2020-02-27	2020.157104
hCoV_19_England_20102000106_2020_EPI_ISL_415144	2020-02-27	2020.157104
hCoV_19_Spain_Andalucia201272_2020_EPI_ISL_418243	2020-02-28	2020.159836
NODE_0000979	2020-02-19	2020.136112
hCoV_19_England_20108006802_2020_EPI_ISL_417254	2020-03-04	2020.173497
NODE_0000980	2020-02-29	2020.162497
hCoV_19_Wales_PHWC_25AF8_2020_EPI_ISL_422045	2020-03-24	2020.228142
NODE_0000981	2020-03-06	2020.178962
hCoV_19_England_20109052306_2020_EPI_ISL_417275	2020-03-06	2020.178962
hCoV_19_England_20124097102_2020_EPI_ISL_418734	2020-03-13	2020.198087
NODE_0000982	2020-02-12	2020.116984
hCoV_19_England_20122074602_2020_EPI_ISL_418676	2020-03-10	2020.189891
NODE_0000983	2020-02-12	2020.116984
NODE_0000984	2020-02-12	2020.116984
NODE_0000985	2020-03-13	2020.198087
hCoV_19_England_20124094702_2020_EPI_ISL_418725	2020-03-18	2020.211749
hCoV_19_England_20124095802_2020_EPI_ISL_418731	2020-03-13	2020.198087
NODE_0000986	2020-02-29	2020.163344
hCoV_19_Finland_FIN03032020B_2020_EPI_ISL_413603	2020-03-03	2020.170765
NODE_0000987	2020-03-01	2020.165301
hCoV_19_Finland_FIN01032020_2020_EPI_ISL_413605	2020-03-01	2020.165301
hCoV_19_Finland_FIN_274_2020_EPI_ISL_414645	2020-03-04	2020.173497
NODE_0000988	2020-02-12	2020.116984
NODE_0000989	2020-02-12	2020.116984
NODE_0000990	2020-03-08	2020.185003
hCoV_19_USA_WA_UW295_2020_EPI_ISL_418080	2020-03-15	2020.203552
hCoV_19_USA_WA_UW324_2020_EPI_ISL_418891	2020-03-24	2020.228142
NODE_0000991	2020-03-02	2020.169222
NODE_0000992	2020-03-02	2020.169222
hCoV_19_England_20124095002_2020_EPI_ISL_418727	2020-03-13	2020.198087
hCoV_19_England_20138086604_2020_EPI_ISL_421841	2020-03-23	2020.225410
NODE_0000993	2020-03-09	2020.187743
hCoV_19_England_201380284_2020_EPI_ISL_421832	2020-03-23	2020.225410
NODE_0000994	2020-03-24	2020.228142
hCoV_19_England_20138087304_2020_EPI_ISL_421844	2020-03-24	2020.228142
hCoV_19_England_20138087204_2020_EPI_ISL_421843	2020-03-24	2020.228142
NODE_0000995	2020-03-05	2020.175535
NODE_0000996	2020-03-05	2020.175535
hCoV_19_Wales_PHWC_2622C_2020_EPI_ISL_422239	2020-03-27	2020.236339
NODE_0000997	2020-03-10	2020.189891
hCoV_19_England_20116078703_2020_EPI_ISL_420461	2020-03-10	2020.189891
NODE_0000998	2020-03-12	2020.196199
hCoV_19_England_20139030704_2020_EPI_ISL_421913	2020-03-27	2020.236339
hCoV_19_England_20136088702_2020_EPI_ISL_420641	2020-03-25	2020.230874
NODE_0000999	2020-03-05	2020.175535
NODE_0001000	2020-03-10	2020.190938
hCoV_19_England_SHEF_C0585_2020_EPI_ISL_420247	2020-03-25	2020.230874
hCoV_19_Australia_VIC169_2020_EPI_ISL_419866	2020-03-18	2020.211749
NODE_0001001	2020-03-13	2020.198596
NODE_0001002	2020-03-20	2020.217213
hCoV_19_England_20139052904_2020_EPI_ISL_420705	2020-03-28	2020.239071
hCoV_19_Wales_PHWC_24B32_2020_EPI_ISL_419487	2020-03-20	2020.217213
NODE_0001003	2020-03-13	2020.198596
hCoV_19_USA_NY_PV08136_2020_EPI_ISL_421358	2020-03-17	2020.209016
NODE_0001004	2020-03-17	2020.209016
hCoV_19_USA_NY_PV08137_2020_EPI_ISL_421359	2020-03-17	2020.209016
hCoV_19_USA_NY_PV08135_2020_EPI_ISL_421357	2020-03-17	2020.209016
NODE_0001005	2020-01-29	2020.076588
NODE_0001006	2020-03-02	2020.168829
hCoV_19_Wales_PHWC_25A70_2020_EPI_ISL_422341	2020-03-23	2020.225410
NODE_0001007	2020-03-02	2020.168829
hCoV_19_England_SHEF_C0163_2020_EPI_ISL_420255	2020-03-25	2020.230874
NODE_0001008	2020-03-24	2020.228142
hCoV_19_England_SHEF_C0172_2020_EPI_ISL_420259	2020-03-24	2020.228142
hCoV_19_England_SHEF_C01DC_2020_EPI_ISL_420256	2020-03-25	2020.230874
NODE_0001009	2020-01-29	2020.076588
NODE_0001010	2020-02-10	2020.109595
hCoV_19_England_200960515_2020_EPI_ISL_414009	2020-02-25	2020.151639
NODE_0001011	2020-03-06	2020.177855
hCoV_19_Germany_NRW_31_2020_EPI_ISL_419548	2020-03-15	2020.203552
NODE_0001012	2020-03-16	2020.204989
hCoV_19_Belgium_DMM_0325180_2020_EPI_ISL_420437	2020-03-25	2020.230874
NODE_0001013	2020-03-16	2020.204989
hCoV_19_Belgium_BJ_0325181_2020_EPI_ISL_420438	2020-03-25	2020.230874
hCoV_19_Belgium_JJC_0325165_2020_EPI_ISL_420422	2020-03-25	2020.230874
NODE_0001014	2020-02-02	2020.089477
hCoV_19_Belgium_DV_0324117_2020_EPI_ISL_420374	2020-03-24	2020.228142
NODE_0001015	2020-02-03	2020.091512
NODE_0001016	2020-02-23	2020.146171
NODE_0001017	2020-03-05	2020.176230
hCoV_19_England_20109050706_2020_EPI_ISL_417268	2020-03-05	2020.176230
NODE_0001018	2020-03-10	2020.189891
hCoV_19_Australia_NSW41_2020_EPI_ISL_417399	2020-03-10	2020.189891
hCoV_19_Australia_VIC299_2020_EPI_ISL_419990	2020-03-23	2020.225410
NODE_0001019	2020-02-23	2020.146171
NODE_0001020	2020-02-23	2020.146171
hCoV_19_Australia_VIC82_2020_EPI_ISL_419794	2020-03-14	2020.200820
hCoV_19_Australia_VIC146_2020_EPI_ISL_419843	2020-03-17	2020.209016
NODE_0001021	2020-02-23	2020.146171
NODE_0001022	2020-03-05	2020.176230
hCoV_19_England_20109050606_2020_EPI_ISL_417267	2020-03-05	2020.176230
hCoV_19_England_20109050806_2020_EPI_ISL_417269	2020-03-05	2020.176230
NODE_0001023	2020-02-23	2020.146171
hCoV_19_Australia_VIC79_2020_EPI_ISL_419791	2020-03-14	2020.200820
NODE_0001024	2020-02-23	2020.146171
NODE_0001025	2020-02-23	2020.146171
hCoV_19_Australia_VIC80_2020_EPI_ISL_419792	2020-03-14	2020.200820
hCoV_19_England_20126046602_2020_EPI_ISL_418768	2020-03-18	2020.211749
NODE_0001026	2020-02-23	2020.146171
hCoV_19_Australia_VIC301_2020_EPI_ISL_419992	2020-03-23	2020.225410
NODE_0001027	2020-03-02	2020.167787
hCoV_19_England_20124035502_2020_EPI_ISL_418713	2020-03-17	2020.209016
NODE_0001028	2020-03-03	2020.171110
hCoV_19_England_20130024003_2020_EPI_ISL_420492	2020-03-20	2020.217213
NODE_0001029	2020-03-03	2020.171110
hCoV_19_England_SHEF_C060A_2020_EPI_ISL_420285	2020-03-20	2020.217213
NODE_0001030	2020-03-08	2020.183593
hCoV_19_England_SHEF_C01AF_2020_EPI_ISL_420252	2020-03-24	2020.228142
hCoV_19_England_SHEF_C00C0_2020_EPI_ISL_420291	2020-03-15	2020.203552
NODE_0001031	2020-02-03	2020.091512
hCoV_19_Australia_VIC81_2020_EPI_ISL_419793	2020-03-14	2020.200820
NODE_0001032	2020-02-03	2020.091512
hCoV_19_Wales_PHWC_2517B_2020_EPI_ISL_420975	2020-03-22	2020.222678
NODE_0001033	2020-02-07	2020.102493
NODE_0001034	2020-03-06	2020.180077
hCoV_19_Portugal_PT0036_2020_EPI_ISL_418021	2020-03-16	2020.206284
NODE_0001035	2020-03-16	2020.206284
hCoV_19_Portugal_PT0035_2020_EPI_ISL_418020	2020-03-16	2020.206284
hCoV_19_Portugal_PT0043_2020_EPI_ISL_421446	2020-03-18	2020.211749
NODE_0001036	2020-02-08	2020.104468
NODE_0001037	2020-02-09	2020.107923
hCoV_19_England_09c_2020_EPI_ISL_412116	2020-02-09	2020.107923
hCoV_19_Ghana_2230_S4_2020_EPI_ISL_422390	2020-03-25	2020.230874
NODE_0001038	2020-02-08	2020.106368
NODE_0001039	2020-02-16	2020.127606
NODE_0001040	2020-02-16	2020.127606
NODE_0001041	2020-03-09	2020.187926
hCoV_19_England_20124036902_2020_EPI_ISL_418718	2020-03-18	2020.211749
hCoV_19_England_20139053504_2020_EPI_ISL_420708	2020-03-28	2020.239071
NODE_0001042	2020-02-21	2020.139712
hCoV_19_Wales_PHWC_256F4_2020_EPI_ISL_422368	2020-03-24	2020.228142
NODE_0001043	2020-02-27	2020.157879
hCoV_19_England_20102068502_2020_EPI_ISL_417213	2020-03-01	2020.165301
NODE_0001044	2020-02-28	2020.159836
hCoV_19_England_20102068506_2020_EPI_ISL_415149	2020-03-01	2020.165301
hCoV_19_England_20100001406_2020_EPI_ISL_415132	2020-02-28	2020.159836
NODE_0001045	2020-02-24	2020.150090
hCoV_19_England_201361021_2020_EPI_ISL_421789	2020-03-25	2020.230874
NODE_0001046	2020-02-25	2020.150416
NODE_0001047	2020-03-11	2020.193204
hCoV_19_England_SHEF_BFFD6_2020_EPI_ISL_418320	2020-03-25	2020.230874
hCoV_19_England_20139047504_2020_EPI_ISL_420694	2020-03-28	2020.239071
NODE_0001048	2020-02-25	2020.150416
NODE_0001049	2020-03-12	2020.196399
hCoV_19_Wales_PHWC_2574C_2020_EPI_ISL_422258	2020-03-24	2020.228142
hCoV_19_England_SHEF_C0497_2020_EPI_ISL_420189	2020-03-27	2020.236339
NODE_0001050	2020-03-22	2020.223453
hCoV_19_Wales_PHWC_264DB_2020_EPI_ISL_422091	2020-03-28	2020.239071
NODE_0001051	2020-03-23	2020.225410
hCoV_19_Wales_PHWC_251E4_2020_EPI_ISL_420983	2020-03-23	2020.225410
hCoV_19_Wales_PHWC_251D5_2020_EPI_ISL_420982	2020-03-23	2020.225410
NODE_0001052	2020-02-09	2020.108305
NODE_0001053	2020-02-11	2020.114706
NODE_0001054	2020-03-03	2020.171527
hCoV_19_Wales_PHWC_25E65_2020_EPI_ISL_422135	2020-03-25	2020.230874
